,CaseNum,Date,Year,Type,Country,Area,Location,Activity,Sex,Injury,Fatal,Species,Source,href,Species2,Activity2
87,2017.09.13,13-Sep-2017,2017.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,Lacerations to left foot,N,5' to 6' shark,"TrackingSharks.com, 10/22/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.13-Loyd.pdf,OTHER / NOT KNOWN,Surfing
88,2017.09.10.b,10-Sep-2017,2017.0,Unprovoked,AUSTRALIA,Westerm Australia,Sam's Creek area,Swimming,M,Minor injuries,N,Invalid,"West Australian, 9/11/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.10.b-Samson.pdf,INVALID ENTRY,Swimming
89,2017.09.10.a,10-Sep-2017,2017.0,Unprovoked,AUSTRALIA,New South Wales,Iluka Beach,Surfing,M,Minor lacerations to right hip,N,"White shark, 3 to 3.5m ","B. Myatt, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.10.a-McGrath.pdf,White shark,Surfing
90,2017.09.06.R,Reported 06-Sep-2017,2017.0,Unprovoked,SOLOMON ISLANDS,,Owarigi Island,Spearfishing,M,Foot bitten,N,Invalid,BBC,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.06-Bartholomew.pdf,INVALID ENTRY,Fishing
91,2017.09.03.b,03-Sep-2017,2017.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Dyer Island,"Swimming, poaching abalone",M,FATAL,Y,Invalid,"All Africa, 10/11/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.03.b-Xelela.pdf,INVALID ENTRY,Swimming
92,2017.09.03.a,03-Sep-2017,2017.0,Unprovoked,JAPAN,Shizuoka Prefecture,Iwata City,Surfing,M,Injury to ankle & feet,N,Invalid,"Japan Today, 9/4/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.03.a-Japan.pdf,INVALID ENTRY,Surfing
93,2017.09.02.c,02-Sep-2017,2017.0,Unprovoked,USA,Florida,"Marathon, Monroe County",Swimming,M,Lacerations to abdomen,N,Nurse shark,NewsFlare,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.02.c-Maccarty.pdf,Nurse shark,Swimming
94,2017.09.02.b,02-Sep-2017,2017.0,Unprovoked,USA,Texas,"South Padre Island, Cameron County",Swimming,F,Lacerations to foot,N,Invalid,"Brownsville Herald, 9/5/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.02.b-SouthPadre.pdf,INVALID ENTRY,Swimming
95,2017.09.02.a,02-Sep-2017,2017.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Minor injury to right hand,N,Invalid,"Click Orlando, 9/2/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.02.a-Elmore.pdf,INVALID ENTRY,Surfing
96,2017.08.29,29-Aug-2017,2017.0,Unprovoked,AUSTRALIA,Victoria,Cathedral Rock,Surfing,M,"No injury, board bitten",N,"White shark, 3 m","B. Myatt, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.27-Brundler.pdf,White shark,Surfing
97,2017.08.27,27-Aug-2017,2017.0,Unprovoked,USA,Florida,Bathtub Beach ,Wading,F,Leg injured,N,Invalid,"Sun Sentinel, 8/27/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.27-Veatch.pdf,INVALID ENTRY,Wading
98,2017.08.26.b,26-Aug-2017,2017.0,Invalid,SPAIN,Castellón,Grao de Moncofa,Swimming,F,Lacerations to left foot,UNKNOWN,Shark involvement questionable,"El Periodico Mediterraneo, 8/27/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.26.b-Spain.pdf,INVALID ENTRY,Swimming
99,2017.08.26.a,26-Aug-2017,2017.0,Unprovoked,NEW ZEALAND,North Island,Off Tutukaka,Canoeing,M,"No injury, shark bit canoe",N,Invalid,"C.Black, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.26.a-Kensington.pdf,INVALID ENTRY,Canoeing
100,2017.08.23,23-Aug-2017,2017.0,Unprovoked,USA,Massachusetts,"Marconi Beach, Wellfleet, Barnstable County",SUP,M,Not injured by shark but board bitten,N,"White shark, 5' to 7'","Cape Cod Times, 8/23/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.23-Bigelow.pdf,White shark,SUP
101,2017.08.18,18-Aug-2017,2017.0,Unprovoked,BAHAMAS,,,Spearfishing,M,Hand injured,N,5' shark,"CBS12, 8/18/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.18-JupiterDiver.pdf,OTHER / NOT KNOWN,Fishing
102,2017.08.10,10-Aug-2017,2017.0,Unprovoked,USA,South Carolina,"Sea Pines Resort, Hilton Head Island, Beaufort County",Swimming,M,Minor cuts to sole & toes of left foot,N,Possibly a juvenile blacktip shark,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.10-Suttle.pdf,Blacktip shark,Swimming
103,2017.08.05,05-Aug-2017,2017.0,Unprovoked,EGYPT,Red Sea Protectorate,Marsa Ghalib,Snorkeling,F,Bite to right leg/hip,N,"Oceanic whitetip shark, 1.8 to 2 m","Egyptian government, 8/5/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.05-Schachinger.pdf,Whitetip shark,Snorkeling
104,2017.08.03,03-Aug-2017,2017.0,Provoked,USA,Massachusetts,"Menauhant Beach, Falmouth,
Barnstable County",Fishing,M,Foot bitten by landed shark PROVOKED INCIDENT,N,4' shark,"MassLive, 8/4/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.03-Massachusetts.pdf,OTHER / NOT KNOWN,Fishing
105,2017.08.01,01-Aug-2017,2017.0,Boat,USA,California,"Between Pescadero Point & Bean Hollow Beach, San Mateo County",Kayaking / Fishing,M,"No injury, bow of kayak bitten",N,"White shark, 10'","R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.01-Conroy.pdf,White shark,Fishing
106,2017.07.31,31-Jul-2017,2017.0,Unprovoked,USA,Florida,"Jacksonvlle, Duval County",Skimboarding,M,Lacerations to lower leg,N,Invalid,"K. McMurray, Tracking Sharks",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.31.pdf,INVALID ENTRY,Other types of Boarding sports
107,2017.07.29.c,29-Jul-2017,2017.0,Invalid,USA,South Carolina,"Hilton Head Island, Beaufort County",Swimming,M,Abrasions and cuts to sole of foot,UNKNOWN,A small shark,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.29.c-Simatacolos.pdf,Other small shark,Swimming
108,2017.07.29.a,29-Jul-2017,2017.0,Unprovoked,USA,South Carolina,"DeBordieu Colony, Georgetown County",NOT SPECIFIED,F,Bite to left thigh / minor injury,N,Invalid,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.29.a-Georgetown.pdf,INVALID ENTRY,INVALID
109,2017.07.27,27-Jul-2017,2017.0,Unprovoked,BAHAMAS,New Providence District,Rose Island,Snorkeling,F,Foot & ankle injured,N,Invalid,"R. Rolle, Tribune 242,  7/28/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.27-Bahamas.pdf,INVALID ENTRY,Snorkeling
110,2017.07.26.R,Reported 26-Jul-2017,2017.0,Unprovoked,BAHAMAS,40 miles off Grand Bahama Island,,Spearfishing,M,Severe lacerations to left hand,N,Invalid,"RevistaJaraysedal.es, 7/26/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.26.R-Massey.pdf,INVALID ENTRY,Fishing
111,2017.07.24,24-Jul-2017,2017.0,Unprovoked,"ST HELENA, British overseas territory",Ascension Island,English Bay,Surfing,M,Torso bitten,N,Invalid,"Telegraph UK, 7/28/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.24-Matsu.pdf,INVALID ENTRY,Surfing
112,2017.07.23.b,23-Jul-2017,2017.0,Unprovoked,USA,New Jersey,Ventnor,NOT SPECIFIED,F,Minor injury to hand,N,Sandtiger shark  2',A. Smith,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.23.b-Smith.pdf,Tiger shark,INVALID
113,2017.07.23.a,23-Jul-2017,2017.0,Unprovoked,SPAIN,Majorca,"Estanys Beach, Colonia de Sant",Swimming,F,Abrasion to arm from shark's rough skin,N,Blue shark 6',"Daily Record, 7/24/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.23.a-Majorca.pdf,Blue shark,Swimming
114,2017.07.22,22-Jul-2017,2017.0,Unprovoked,USA,Florida,"Snipes Point, Monroe County",NOT SPECIFIED,F,Foot bitten,N,"""A small shark""","NBC Miami, 7/23/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.22-Keys.pdf,Other small shark,INVALID
115,2017.07.20.c,20-Jul-2017,2017.0,Invalid,USA,South Carolina,"Hilton Head Island, Beaufort County",Swimming,F,Foot injured,UNKNOWN,Shark involvement not confirmed,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.20.c-Rogier.pdf,OTHER / NOT KNOWN,Swimming
116,2017.07.20.b,20-Jul-2017,2017.0,Boat,USA,California,"Stearns Wharf, Santa Barbara",Kayaking,M,"No injury, kayak bitten",N,"White shark, 11' to 13'","R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.20.b-Jackson.pdf,White shark,Kayaking
117,2017.07.20.a,20-Jul-2017,2017.0,Unprovoked,USA,California,"Seal Rock, Goleta Beach, Santa Barbara",SUP,M,"No injury, shark bit paddleboard",N,"White shark, 8' to 10'","R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.20.a-Geyling.pdf,White shark,SUP
118,2017.07.14.b,14-Jul-2017,2017.0,Unprovoked,USA,Washington,"South Beach, Westport, Grays Harbor County",Surfing,M,Pulled off board by shark but no injury,N,"White shark, 9'","R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.14.b-Washington.pdf,White shark,Surfing
119,2017.07.14.a,14-Jul-2017,2017.0,Unprovoked,AUSTRALIA,Western Australia,Floreat Beach,Surfing,M,"Minor injury, grazed by shark",N,Invalid,,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.14.a-Floreat.pdf,INVALID ENTRY,Surfing
120,2017.07.11,11-Jul-2017,2017.0,Boat,USA,California,"Santa Cruz, Santa Cruz County",Kayaking,M,"No injury, kayak bitten",N,White shark,"R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.11-Lawson.pdf,White shark,Kayaking
121,2017.07.09,09-Jul-2017,2017.0,Unprovoked,USA,Florida,"Haulover Beach, Miami-Dade County",Swimming,M,Lower legs bitten,N,"Bull shark, 4' to 5'","Miami-Beach Patch, 7/9/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.09-Lanza.pdf,Bull shark,Swimming
122,2017.07.07.R,Reported 07-Jul-2017,2017.0,Provoked,MEXICO,Tabasco,"Sánchez Magallanes, Cárdenas",Fishing,M,Hand bitten by hooked shark PROVOKED INCIDENT,N,"Tiger shark, 100 kg","Tabasco Hoy, 7/7/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.07.R-Rodriguez.pdf,Tiger shark,Fishing
123,2017.07.07,07-Jul-2017,2017.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon Reef, East London",Surfing,F,"No injury, shark bit surfboard",N,"White shark, 2.5 m","Dispatch Live, 7/7/2027",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.07-Stein.pdf,White shark,Surfing
124,2017.07.02,02-Jul-2017,2017.0,Invalid,COMOROS,Anjouan,Moya,Fishing,,"Skull found in shark, a probable drowning & scavenging",UNKNOWN,Shark involvement prior to death not confirmed,"Linfo, 7/3/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.02-Comoros.pdf,OTHER / NOT KNOWN,Fishing
125,2017.06.29,29-Jun-2017,2017.0,Invalid,USA,South Carolina,Wrightsville Beach,Fishing,M,"Arm injured by hook, not by a shark",UNKNOWN,No shark invovlement ,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.29-Wrightsville.pdf,OTHER / NOT KNOWN,Fishing
126,2017.06.21,21-Jun-2017,2017.0,Unprovoked,USA,South Carolina,"South Forest Beach, Hilton Head Island, Beaufort County",Swimming,F,Left foot bitten,N,Invalid,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.21-Wallhauser.pdf,INVALID ENTRY,Swimming
127,2017.06.19,19-Jun-2017,2017.0,Unprovoked,USA,Florida,"Singer Island, Palm Beach County",Surfing,M,1 to 2-inch laceration behind knee,N,Invalid,"CBS12, 6/19/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.19-SingerIsland.pdf,INVALID ENTRY,Surfing
128,2017.06.18.b,18-Jun-2017,2017.0,Unprovoked,USA,South Carolina,"Burkes Beach, Hilton Head, Beaufort County",Swimming,F,Leg bitten,N,"Bull shark, 4' to 5'","C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.18.b-Readnour.pdf,Bull shark,Swimming
129,2017.06.18.a,18-Jun-2017,2017.0,Unprovoked,REUNION,,Roches Noire,Body boarding,M,"No injury, shark bit surfboard ",N,"Bull shark, 2m","Clincanoo, 6/19/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.18.a-Reunion.pdf,Bull shark,Other types of Boarding sports
130,2017.06.17,17-Jun-2017,2017.0,Unprovoked,SPAIN,Ibiza Island,Playa d’en Bossa,Swimming,M,2-inch laceration to hand,N,Invalid,"Diario de Ibiza, 6/17/'2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.17-Spain.pdf,INVALID ENTRY,Swimming
131,2017.06.05,2017.06.05,2017.0,Unprovoked,FRENCH POLYNESIA,Marquesas,"Atuona Bay, Hiva Oa Island",Surfing,M,Injuries to hand and wrist,N,Invalid,"Tahiti Infos, 6/6/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.05-FrenchPolynesia.pdf,INVALID ENTRY,Surfing
132,2017.06.14.R,Reported 14-Jun-2017,2017.0,Unprovoked,BAHAMAS,,,Feeding sharks,F,Fingernail pulled off ,N,Invalid,"AOL.UK, 6/14/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.14.R-Carly.pdf,INVALID ENTRY,Feeding sharks
133,2017.06.11,11-Jun-2017,2017.0,Unprovoked,AUSTRALIA,Western Australia,"Point Casuarina, Bunbury",Body boarding,M,"No injury, board bitten",N,"White shark, 4 m","WA Today, 6/11/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.11-Goff.pdf,White shark,Other types of Boarding sports
134,2017.06.10.b,10-Jun-2017,2017.0,Unprovoked,AUSTRALIA,Victoria,"Flinders, Mornington Penisula",Surfing,F,"No injury, knocked off board",N,Seven-gill shark,Victoria Shark Reports,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.10.b-Flinders.pdf,OTHER / NOT KNOWN,Surfing
135,2017.06.10.a,10-Jun-2017,2017.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,Laceration to left foot,N,Invalid,"Daytona Beach News-Journal, 6/10/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.10.a-Brock.pdf,INVALID ENTRY,Surfing
136,2017.06.07.R,Reported 07-Jun-2017,2017.0,Unprovoked,UNITED KINGDOM,South Devon,Bantham Beach,Surfing ,M,"Bruise to leg, cuts to hand sustained when he hit the shark",N,"3m shark, probably a smooth hound","C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.07.R-Thomson.pdf,OTHER / NOT KNOWN,Surfing
137,2017.06.04,04-Jun-2017,2017.0,Unprovoked,USA,Florida,"Middle Sambo Reef off Boca Chica, Monroe County",Spearfishing,M,Laceration to shin,N,8' shark,"Nine News, 6/7/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.04-Simpson.pdf,OTHER / NOT KNOWN,Fishing
138,2017.06.02,02-Jun-2017,2017.0,Unprovoked,BAHAMAS,New Providence ,Athol Island,Snorkeling,F,Right forearm severed ,N,Tiger shark,"Tribune 242, 6/2/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.02-Johnson.pdf ,Tiger shark,Snorkeling
139,2017.05.30,30-May-2017,2017.0,Provoked,USA,South Carolina,"Awendaw, Charleston County",Touching a shark,F,Right hand bitten by hooked shark PROVOKED INCIDENT,N,3' shark,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.30-Higgins.pdf,OTHER / NOT KNOWN,Touching a shark
140,2017.05.28,28-May-2017,2017.0,Unprovoked,USA,Florida,Off Jupiter,Feeding sharks,M,Lacerations to right arm,N,Tiger shark,"M. Michaelson, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.28-Jordan.pdf,Tiger shark,Feeding sharks
141,2017.05.27,27-May-2017,2017.0,Invalid,AUSTRALIA,New South Wales,Evans Head,Fishing ,M,Abrasion to right forearm from pectoral fin of a shark that leapt into his boat,N,Invalid,"B. Myatt, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.27-Selwood.pdf,INVALID ENTRY,Fishing
142,2017.05.12,12-May-2017,2017.0,Unprovoked,UNITED ARAB EMIRATES,"Sharjah, ",Khor Fakkan,Spearfishing,M,Right leg severely bitten,N,Invalid,"Gulf News, 5/13/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.12-Beloushi.pdf,INVALID ENTRY,Fishing
143,2017.05.06.R,Reported 06-May-2017,2017.0,Provoked,AUSTRALIA,Queensland,Weipa,Attempting to lasso a shark,M,Thigh nipped PROVOKED INCIDENT,N,9' shark,"The Sun, 5/6/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.06.R-Neille.pdf,OTHER / NOT KNOWN,Attempting to lasso a shark
144,2017.05.06,05-May-2017,2017.0,Unprovoked,MEXICO,Baja California Sur,"Los Arbolitos, Cabo Pulmo",Snorkeling,M,FATAL,Y,Invalid,J. Rozada,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.06-Rozada.pdf,INVALID ENTRY,Snorkeling
145,2017.05.03,03-May-2017,2017.0,Invalid,USA,California,"Sunset Beach, Orange County",Surfing,F,"Laceration to thigh, likely caused by surfboard fin",UNKNOWN,Shark involvement highly doubtful,"R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.03-Raab.pdf,INVALID ENTRY,Surfing
146,2017.04.29.d,29-Apr-2017,2017.0,Unprovoked,USA,California,"San Onofre, San Diego County ",Swimming,F,Major injury to posterior thigh,N,Invalid,"R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.29.d-Ericson.pdf,INVALID ENTRY,Swimming
147,2017.04.29.c,29-Apr-2017,2017.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Keurbooms, Plettenberg Bay",Surfing,M,Minor injury to right calf,N,Invalid,"J. de Villiars, News24, 4/29/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.29.c-Plett.pdf,INVALID ENTRY,Surfing
148,2017.04.29.b,29-Apr-2017,2017.0,Unprovoked,USA,South Carolina,"Folly Beach, Charleston County",Surfing,F,Left foot bitten,N,Invalid,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.29.b-Dyar.pdf,INVALID ENTRY,Surfing
149,2017.04.29.a,29-Apr-2017,2017.0,Unprovoked,REUNION,Saint-Leu,Pointe au Sal,Body boarding,M,FATAL,Y,Invalid,"Clicanoo, 4/29/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.29.a-Dubosc.pdf,INVALID ENTRY,Other types of Boarding sports
150,2017.04.27,27-Apr-2017,2017.0,Unprovoked,NEW ZEALAND,South Island,"Porpoise Bay, Catlins",Body boarding,F,Puncture wounds & laceration above knee,N,Invalid,"C.Black, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.27-NZ.pdf,INVALID ENTRY,Other types of Boarding sports
151,2017.04.26,26-Apr-2017,2017.0,Invalid,USA,Florida,,Photo shoot,F,Alleged laceration to left ankle,UNKNOWN,No shark invovlement - it ws a publicity stunt,"The Sun, 5/6/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.26-Cavelli.pdf,OTHER / NOT KNOWN,Filming / Photoshoot
152,2017.04.22,22-Apr-2017,2017.0,Unprovoked,"ST HELENA, British overseas territory",Ascension Island,English Bay,Snorkeling,F,Calf & foot bitten,N,Invalid,"Daily Mail, 4/25/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.22-Gonsalves.pdf,INVALID ENTRY,Snorkeling
153,2017.04.20,20-Apr-2017,2017.0,Invalid,USA,South Carolina,Georgetown County,Swimming,M,Laceration & puncture wounds to left foot,UNKNOWN,Shark involvement not confirmed,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.20-PawleysIsland.pdf,OTHER / NOT KNOWN,Swimming
154,2017.04.17.b,17-Apr-2017,2017.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",NOT SPECIFIED,,Minor bite to the foot,N,Invalid,"Daytona Beach News-Journal, 4/17/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.17.b-Volusia.pdf,INVALID ENTRY,INVALID
155,2017.04.17.a,17-Apr-2017,2017.0,Unprovoked,AUSTRALIA,Western Australia,Kelpies near Wylie Bay,Surfing,F,FATAL,Y,White shark,"B. Myatt, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.17.a Brouwer.pdf,White shark,Surfing
156,2017.04.14,14-Apr-2017,2017.0,Unprovoked,USA,Hawaii,"Kekaha Beach, Kauai",Surfing,M,Lower right leg severely injured,N,"Tiger shark, 12'","Hawaii News Now, 4/14/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.14-Baboo.pdf,Tiger shark,Surfing
157,2017.04.13,13-Apr-2017,2017.0,Unprovoked,USA,Florida,"Hanna Park, Jacksonville, Duval County",Surfing,M,Lacerations to right foot,N,Invalid,"News4Jax, 4/14/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.13-Perry.pdf,INVALID ENTRY,Surfing
158,2017.04.12.b,12-Apr-2017,2017.0,Unprovoked,USA,Florida,St. Augustine,Surfing,F,Lacerations to right foot,N,Invalid,"The Surf Station, 4/13/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.12.b-Keyton.pdf,INVALID ENTRY,Surfing
159,2017.04.12.a,12-Apr-2017,2017.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Protea Banks,Scuba Diving,M,"Fatal, coroner unable to determine if the diver was alive or had drowned when incident took place.",UNKNOWN,Shark involvement prior to death not confirmed,"E. Ritter, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.12.a-Mairhuber.pdf,OTHER / NOT KNOWN,Diving
160,2017.04.11,11-Apr-2017,2017.0,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,F,Calf bitten,N,Invalid,"WFTV, 4/11/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.11-Oosterveld.pdf ,INVALID ENTRY,Surfing
161,2017.04.10.b,10-Apr-2017,2017.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Paddle boarding,F,Laceration to calf,N,Invalid,"Brevard Times, 4/10/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.10.b-Melbourne.pdf,INVALID ENTRY,Paddleboarding
162,2017.04.10.a,10-Apr-2017,2017.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,F,Minor injury to left hand,N,Invalid,"Brevard Times, 4/10/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.10.a-Orr.pdf,INVALID ENTRY,Swimming
163,2017.04.06,06-Apr-2017,2017.0,Unprovoked,USA,Florida,"Daytona, Volusia County",Swimming,M,Foot injured,N,Invalid,"Bradenton Herald, 4/7/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.07-Stephens.pdf,INVALID ENTRY,Swimming
